NAME,FullAddress,Geocodes,ADDRESS,COUNTY,CITY,STATE,ZIP,WEBSITE
RENFROE MIDDLE SCHOOL,758 SCOTT BLVD DeKalb DECATUR GA 30030,,758 SCOTT BLVD,DeKalb,DECATUR,GA,30030,http://www.CSDECATUR.NET
Walton County School District,100 Trident Trl Walton Loganville GA 30052,,100 Trident Trl,Walton,Loganville,GA,30052,http://www.walton.k12.ga.us
Morgan County High School,1065 EAST AVE Morgan MADISON GA 30650,,1065 EAST AVE,Morgan,MADISON,GA,30650,http://www.morgan.k12.ga.us
First Presbyterian Day School,5671 Calvin Drive Bibb Macon GA 31210,,5671 Calvin Drive,Bibb,Macon,GA,31210,http://www.fpdmacon.org
Lake Ridge Elementary School,9555 TARA BLVD Clayton Jonesboro GA 30236-6007,,9555 TARA BLVD,Clayton,Jonesboro,GA,30236-6007,http://www.lakeridgepta.org
Cornelius Elementary School,140 FOXLAIR CIR Fayette FAYETTEVILLE GA 30215,,140 FOXLAIR CIR,Fayette,FAYETTEVILLE,GA,30215,http://www.christywalker.com
St. Pius X Catholic High School,2674 Johnson Rd  Ne. Atlanta GA 30345,,2674 Johnson Rd,,Ne. Atlanta,GA,30345,http://www.spx.org
Mt. Zion Baptist Church,7102 MOUNT ZION BLVD Clayton Jonesboro GA 30236-2518,,7102 MOUNT ZION BLVD,Clayton,Jonesboro,GA,30236-2518,http://www.mzbc.org
Academic Consortium,350 SPELMAN LN SW # 1631 Fulton Atlanta GA 30314-4395,,350 SPELMAN LN SW # 1631,Fulton,Atlanta,GA,30314-4395,http://www.academicconsortium.org
Lake Ridge Elementary School,5745 W LEES MILL RD Fulton ATLANTA GA 30349-6419,,5745 W LEES MILL RD,Fulton,ATLANTA,GA,30349-6419,http://www.lakeridgepta.org
Whitefield Academy,1 WHITEFIELD DR SE Cobb MABLETON GA 30126,,1 WHITEFIELD DR SE,Cobb,MABLETON,GA,30126,http://www.whitefieldacademy.com
Athens Academy,PO BOX 6548 1281 SPARTAN LN Clarke ATHENS GA 30604,,PO BOX 6548 1281 SPARTAN LN,Clarke,ATHENS,GA,30604,http://www.athensacademy.org
Landmark Christian School,50 SE BROAD ST Fulton FAIRBURN GA 30213,,50 SE BROAD ST,Fulton,FAIRBURN,GA,30213,
Wesleyan School,5405 SPALDING DR Gwinnett NORCROSS GA 30092,,5405 SPALDING DR,Gwinnett,NORCROSS,GA,30092,http://www.wesleyanschool.org
Dekalb County School System,1804 BOULDERCREST RD SE Fulton ATLANTA GA 30316-3902,,1804 BOULDERCREST RD SE,Fulton,ATLANTA,GA,30316-3902,
Fulton County School System,5230 TAYLOR RD Fulton ALPHARETTA GA 30022-6015,,5230 TAYLOR RD,Fulton,ALPHARETTA,GA,30022-6015,
West Laurens High School,338 WEST LAURENS SCHOOL ROAD Laurens DUBLIN GA 31021,,338 WEST LAURENS SCHOOL ROAD,Laurens,DUBLIN,GA,31021,http://www.wlhs.lcboe.net
Lake Ridge Elementary School,1915 WALKER AVE Fulton Atlanta GA 30337-1119,,1915 WALKER AVE,Fulton,Atlanta,GA,30337-1119,http://www.lakeridgepta.org
Ocean City Christian School,703 LOUISVILLE RD STE D Chatham Savannah GA 31415-3147,,703 LOUISVILLE RD STE D,Chatham,Savannah,GA,31415-3147,
Bulloch County Board Education,400 WILLIAMS LN Bulloch Statesboro GA 30461-7061,,400 WILLIAMS LN,Bulloch,Statesboro,GA,30461-7061,
National Technical Honor Society - Cedar Shoals High School - Ga,1700 Cleveland Road Oconee Bogart GA 30622,,1700 Cleveland Road,Oconee,Bogart,GA,30622,http://www.clarke.k12.ga.us
National Technical Honor Society - Cedar Shoals High School - Ga,3220 Barnett Shoals Road Clarke Athens GA 30605,,3220 Barnett Shoals Road,Clarke,Athens,GA,30605,http://www.clarke.k12.ga.us
Walnut Grove Elementary School,75 Taylor Road Gwinnett Suwanee GA 30024,,75 Taylor Road,Gwinnett,Suwanee,GA,30024,
WESTFIELD SCHOOL,2005 Us Highway. 41 S Houston Perry GA 31069,,2005 Us Highway. 41 S,Houston,Perry,GA,31069,
Trion High School,919 Allgood Street Chattooga Trion GA 30753,,919 Allgood Street,Chattooga,Trion,GA,30753,
Irwin County,210 N APPLE ST Irwin Ocilla GA 31774-1450,,210 N APPLE ST,Irwin,Ocilla,GA,31774-1450,
Athens Christian School Inc,1270 HIGHWAY 29 N Clarke ATHENS GA 30601,,1270 HIGHWAY 29 N,Clarke,ATHENS,GA,30601,http://www.athenschristian.com
King's Ridge Christian School,2765 BETHANY BND Fulton Alpharetta GA 30004-4331,,2765 BETHANY BND,Fulton,Alpharetta,GA,30004-4331,http://www.kingsridgecs.org
BUCHANAN PRIMARY SCHOOL,2633 HIGHWAY 120 WEST Haralson Tallapoosa GA 30176,,2633 HIGHWAY 120 WEST,Haralson,Tallapoosa,GA,30176,
Irwin County,149 CHIEFTAIN CIRCLE Irwin Ocilla GA 31774,,149 CHIEFTAIN CIRCLE,Irwin,Ocilla,GA,31774,
Towns County Comprehensive,1400 HIGHWAY 76 Towns Hiawassee GA 30546,,1400 HIGHWAY 76,Towns,Hiawassee,GA,30546,http://www.towns.k12.ga.us
Bulloch County Board Education,204 DEBBIE DRIVE Bulloch STATESBORO GA 30458,,204 DEBBIE DRIVE,Bulloch,STATESBORO,GA,30458,
Angels Queen Catholic S,11340 WOODSTOCK RD Fulton ROSWELL GA 30075,,11340 WOODSTOCK RD,Fulton,ROSWELL,GA,30075,
National Technical Honor Society - Cedar Shoals High School - Ga,3015 Lexington Rd Clarke Athens GA 30605-2498,,3015 Lexington Rd,Clarke,Athens,GA,30605-2498,http://www.clarke.k12.ga.us
Pierce County Board Education,PO BOX 349 Pierce Blackshear GA 31516-0349,,PO BOX 349,Pierce,Blackshear,GA,31516-0349,
Murray County Schools Technology Department,1001 GREEN ROAD Murray CHATSWORTH GA 30705,,1001 GREEN ROAD,Murray,CHATSWORTH,GA,30705,http://www.murray.k12.ga.us
Ocean City Christian School,300 Westlake Pkwy SW Fulton Atlanta GA 30336,,300 Westlake Pkwy SW,Fulton,Atlanta,GA,30336,
CCBOE,4781 Hereford Farm Rd Columbia Evans GA 30809-6037,,4781 Hereford Farm Rd,Columbia,Evans,GA,30809-6037,http://www.ccboe.net
Georgia Council of Teachers of English,1000 CHASTAIN ROAD Cobb Kennesaw GA 30144,,1000 CHASTAIN ROAD,Cobb,Kennesaw,GA,30144,http://www.gcte.net
Family and Consumer Sciences Teachers Association,1100 MAIN ST Houston Perry GA 31069-3531,,1100 MAIN ST,Houston,Perry,GA,31069-3531,http://www.facsta.org
CCBOE,6430 POLLARDS POND RD Columbia APPLING GA 30802-3726,,6430 POLLARDS POND RD,Columbia,APPLING,GA,30802-3726,http://www.ccboe.net
Southern Crescent SHRM,225 North Ave NW Fulton Atlanta GA 30332-0001,,225 North Ave NW,Fulton,Atlanta,GA,30332-0001,http://www.southerncrescentshrm.org
Georgia Association of Secondary School Principals,2818 AIRPORT RD Whitfield Dalton GA 30721-5959,,2818 AIRPORT RD,Whitfield,Dalton,GA,30721-5959,http://www.gassp.org
Family and Consumer Sciences Teachers Association,300 MARY LANE Houston WARNER ROBINS GA 31088,,300 MARY LANE,Houston,WARNER ROBINS,GA,31088,http://www.facsta.org
SALEM,1174 BULLDOG CIR NE Rockdale Conyers GA 30012-4708,,1174 BULLDOG CIR NE,Rockdale,Conyers,GA,30012-4708,
CCBOE,6430 Pollards Pond Road Columbia Appling GA 30802,,6430 Pollards Pond Road,Columbia,Appling,GA,30802,http://www.ccboe.net
CCBOE,4431 HARDY MCMANUS RD Columbia EVANS GA 30809-5042,,4431 HARDY MCMANUS RD,Columbia,EVANS,GA,30809-5042,http://www.ccboe.net
SALEM,954 N Main St NW Rockdale Conyers GA 30012-4457,,954 N Main St NW,Rockdale,Conyers,GA,30012-4457,
Spring Branch ISD Parent Center,PO BOX 402099 Fulton ATLANTA GA 30384,,PO BOX 402099,Fulton,ATLANTA,GA,30384,
Georgia Council of Administrators of Special Education,1065 EAST AVENUE Morgan MADISON GA 30650,,1065 EAST AVENUE,Morgan,MADISON,GA,30650,http://www.g-case.org
Warrick County School Corporation,PO BOX 402099 Fulton ATLANTA GA 30384,,PO BOX 402099,Fulton,ATLANTA,GA,30384,
Georgia Council of Administrators of Special Education,1065 EAST AVE Morgan Madison GA 30650-1468,,1065 EAST AVE,Morgan,Madison,GA,30650-1468,http://www.g-case.org
JOHNSON CO SCHOOL DISTRICT 1,PO Box 110 Johnson Wrightsville GA 31096,,PO Box 110,Johnson,Wrightsville,GA,31096,
Home and School Association,211 KIRKLEY RD Fayette TYRONE GA 30290-1504,,211 KIRKLEY RD,Fayette,TYRONE,GA,30290-1504,http://www.stmcs.net
Hardin Educ Srv Ctr,PO BOX 402099 Fulton ATLANTA GA 30384,,PO BOX 402099,Fulton,ATLANTA,GA,30384,http://www.hardinesc.org
CCBOE,5114 RIVERWOOD PKWY Columbia EVANS GA 30809,,5114 RIVERWOOD PKWY,Columbia,EVANS,GA,30809,http://www.ccboe.net
Georgia Engineering and Technology Education Association,2290 E First St Fannin Blue Ridge GA 30513,,2290 E First St,Fannin,Blue Ridge,GA,30513,
JOHNSON CO SCHOOL DISTRICT 1,150 TROJAN WAY Johnson WRIGHTSVILLE GA 31096,,150 TROJAN WAY,Johnson,WRIGHTSVILLE,GA,31096,
Family and Consumer Sciences Teachers Association,164 Independence Dr Carroll Carrollton GA 30116,,164 Independence Dr,Carroll,Carrollton,GA,30116,http://www.facsta.org
West Carrollton Baptist Church,905 MAPLE ST Carroll Carrollton GA 30117-3619,,905 MAPLE ST,Carroll,Carrollton,GA,30117-3619,http://www.westcarrolltonbaptist.com
SALEM,1064 CULPEPPER DR SW Rockdale CONYERS GA 30094-5985,,1064 CULPEPPER DR SW,Rockdale,CONYERS,GA,30094-5985,
Georgia Council of Administrators of Special Education,23 MULBERRY ST Taylor Butler GA 31006-5617,,23 MULBERRY ST,Taylor,Butler,GA,31006-5617,http://www.g-case.org
Lassiter Band Booster Association Inc,6975 COBB INTERNATIONAL BLVD NW  Kennesaw GA 30152-7621,,6975 COBB INTERNATIONAL BLVD NW,,Kennesaw,GA,30152-7621,http://www.lbba.org
Mill Creek High School,4455 STEVE REYNOLDS BLVD  Norcross GA 30093-3323,,4455 STEVE REYNOLDS BLVD,,Norcross,GA,30093-3323,http://www.millcreekhighschool.org
Lassiter Band Booster Association Inc,514 Glover St Se  Marietta GA 30060-2706,,514 Glover St Se,,Marietta,GA,30060-2706,http://www.lbba.org
Decatur County Schools,P.O. Box 1290  Bainbridge GA 39818,,P.O. Box 1290,,Bainbridge,GA,39818,http://www.dcboe.com
Westwood Schools,255 Fuller Street  Camilla GA 31730,,255 Fuller Street,,Camilla,GA,31730,http://www.westwoodschools.org
Georgia Council of Teachers of English,1000 CHASTAIN ROAD  Kennesaw GA 30144,,1000 CHASTAIN ROAD,,Kennesaw,GA,30144,http://www.gcte.net
Atlanta Girls' School,3254 Northside Pkwy NW  Atlanta GA 30327-2245,,3254 Northside Pkwy NW,,Atlanta,GA,30327-2245,http://www.atlantagirlsschool.org
"Literacy Action, Inc.",1509 PONCE DE LEON AVE NE  Atlanta GA 30307-1617,,1509 PONCE DE LEON AVE NE,,Atlanta,GA,30307-1617,http://www.literacyaction.org
Theta Chi Fraternity Inc,225 North Ave Nw  Atlanta GA 30332-0001,,225 North Ave Nw,,Atlanta,GA,30332-0001,http://www.thetachi.org
Dougherty County School System,601 FLINT AVE  Albany GA 31701-2413,,601 FLINT AVE,,Albany,GA,31701-2413,http://www.dougherty.k12.ga.us
Fine Arts Association,11770 E Fox Ct  Alpharetta GA 30005-7800,,11770 E Fox Ct,,Alpharetta,GA,30005-7800,http://www.fineartsassociation.org
Georgia Science Teachers Association,3236 ATLANTA HWY  Dallas GA 30132-5725,,3236 ATLANTA HWY,,Dallas,GA,30132-5725,http://www.georgiascienceteacher.org
Georgia Science Teachers Association,208 Bull Street  Savannah GA 31401,,208 Bull Street,,Savannah,GA,31401,http://www.georgiascienceteacher.org
Pulaski Financial Corp.,4000 ONEDA DR  Columbus GA 31907-3098,,4000 ONEDA DR,,Columbus,GA,31907-3098,http://www.pulaskibankstl.com
Georgia Institute Of Technology,225 North Avenue Northwest  Atlanta GA 30332,,225 North Avenue Northwest,,Atlanta,GA,30332,
Georgia School Counselors Association,PO Box 1227 1592 Norman Drive  Valdosta GA 31603,,PO Box 1227 1592 Norman Drive,,Valdosta,GA,31603,http://www.gaschoolcounselors.com
The Etowah Foundation,135 W CHEROKEE AVE STE 251  CARTERSVILLE GA 30120,,135 W CHEROKEE AVE STE 251,,CARTERSVILLE,GA,30120,http://www.isp.innerx.net
Madison County Bd of Education,55 MARY ELLEN CT  Danielsville GA 30633-6712,,55 MARY ELLEN CT,,Danielsville,GA,30633-6712,
Society for Health Systems,225 North Ave NW  Atlanta GA 30332,,225 North Ave NW,,Atlanta,GA,30332,http://www.shsweb.org
Houston County High School,North Avenue Perry  North Avenue Perry GA 31069,,North Avenue Perry,,North Avenue Perry,GA,31069,http://www.hcbe.net
BOOTH MIDDLE SCHOOL,205 LAFAYETTE AVE  Fayetteville GA 30214-1643,,205 LAFAYETTE AVE,,Fayetteville,GA,30214-1643,
Mill Creek High School,610 CROGAN ST  Lawrenceville GA 30045-4740,,610 CROGAN ST,,Lawrenceville,GA,30045-4740,http://www.millcreekhighschool.org
Newnan High School,237 Jackson St  Newnan GA 30263-1154,,237 Jackson St,,Newnan,GA,30263-1154,http://www.cowetaschools.org
Georgia Music Educators Association,150 REAGAN RD  Stockbridge GA 30281-4028,,150 REAGAN RD,,Stockbridge,GA,30281-4028,http://www.gmea.org
Lake Ridge Elementary School,1058 5th Ave  Jonesboro GA 30236-3299,,1058 5th Ave,,Jonesboro,GA,30236-3299,http://www.lakeridgepta.org
Georgia Music Educators Association,33 N Zack Hinton Pkwy  Mcdonough GA 30253-2344,,33 N Zack Hinton Pkwy,,Mcdonough,GA,30253-2344,http://www.gmea.org
Lakeview Academy,796 LAKEVIEW DRIVE  GAINESVILLE GA 30501,,796 LAKEVIEW DRIVE,,GAINESVILLE,GA,30501,http://www.lakeviewacademy.com
Brookstone School,440 BRADLEY PARK DRIVE  COLUMBUS GA 31904,,440 BRADLEY PARK DRIVE,,COLUMBUS,GA,31904,http://www.brookstoneschool.org
Morris Brandon Elementary School,PO BOX 870387  STONE MOUNTAIN GA 30087-0010,,PO BOX 870387,,STONE MOUNTAIN,GA,30087-0010,http://www.morrisbrandon.com
Trinity School,4301 Northside Parkway  Atlanta GA 30327,,4301 Northside Parkway,,Atlanta,GA,30327,http://www.trinityatl.org
Webster County Schools,7168 Washington St.  Preston GA 31824,,7168 Washington St.,,Preston,GA,31824,http://www.webstereagles.net
King's Ridge Christian School,2675 Bethany Bend  Alpharetta GA 30004,,2675 Bethany Bend,,Alpharetta,GA,30004,http://www.kingsridgecs.org
Fine Arts Association,786 Cleveland Ave SW  Atlanta GA 30315-7239,,786 Cleveland Ave SW,,Atlanta,GA,30315-7239,http://www.fineartsassociation.org
The Etowah Foundation,65 GILREATH RD NW  Cartersville GA 30121-5016,,65 GILREATH RD NW,,Cartersville,GA,30121-5016,http://www.isp.innerx.net
Georgia Science Teachers Association,3313 LOUIS ST  Savannah GA 31404-5018,,3313 LOUIS ST,,Savannah,GA,31404-5018,http://www.georgiascienceteacher.org
Georgia Association of Secondary School Principals,1651 TUNNEL HILL VARNELL RD  Tunnel Hill GA 30755-9247,,1651 TUNNEL HILL VARNELL RD,,Tunnel Hill,GA,30755-9247,http://www.gassp.org
Georgia Science Teachers Association,115 WILMINGTON ISLAND RD  Savannah GA 31410-3801,,115 WILMINGTON ISLAND RD,,Savannah,GA,31410-3801,http://www.georgiascienceteacher.org
Grady County School District,491 3RD ST SE  Cairo GA 39828-2762,,491 3RD ST SE,,Cairo,GA,39828-2762,http://www.grady.k12.ga.us
Banks County Schools,266 HIGHWAY 51 S  Homer GA 30547-2514,,266 HIGHWAY 51 S,,Homer,GA,30547-2514,http://www.banks.k12.ga.us
Georgia Science Teachers Association,P. O. Box 6157  Macon GA 31213-0001,,P. O. Box 6157,,Macon,GA,31213-0001,http://www.georgiascienceteacher.org
North Cobb High School,3400 OLD 41 HWY NW  Kennesaw GA 30144-1072,,3400 OLD 41 HWY NW,,Kennesaw,GA,30144-1072,http://www.nchsband.com
Liberty County Board Education,600 EDGEWATER DR  Midway GA 31320-4493,,600 EDGEWATER DR,,Midway,GA,31320-4493,
Lee County Board of Education,1 TROJAN WAY  Leesburg GA 31763-3730,,1 TROJAN WAY,,Leesburg,GA,31763-3730,
Ringgold Primary School,1850 BATTLEFIELD PKWY  Fort Oglethorpe GA 30742-4020,,1850 BATTLEFIELD PKWY,,Fort Oglethorpe,GA,30742-4020,http://www.catoosa.k12.ga.us
Marion County,PO BOX 578  Buena Vista GA 31803-0578,,PO BOX 578,,Buena Vista,GA,31803-0578,
Georgia Engineering and Technology Education Association,2033 GA HIGHWAY 158 W  Douglas GA 31535-2735,,2033 GA HIGHWAY 158 W,,Douglas,GA,31535-2735,
Hidden Lake Academy,854 HIDDEN LAKE RD  Dahlonega GA 30533-1875,,854 HIDDEN LAKE RD,,Dahlonega,GA,30533-1875,http://www.hiddenlakeacademy.com
Meriwether County BOE,2600 JUDSON BULLOCH RD  Manchester GA 31816-6428,,2600 JUDSON BULLOCH RD,,Manchester,GA,31816-6428,
Meadowcreek Elementary,5025 GEORGIA BELLE CT  Norcross GA 30093-2667,,5025 GEORGIA BELLE CT,,Norcross,GA,30093-2667,http://www.meadowcreekes.com
Monroe County Schools,310 MONTPELIER AVE  Forsyth GA 31029-1844,,310 MONTPELIER AVE,,Forsyth,GA,31029-1844,http://www.monroe.k12.ga.us
Holland & Knight LLP,3790 ASHFORD DUNWOODY RD NE  Atlanta GA 30319-5104,,3790 ASHFORD DUNWOODY RD NE,,Atlanta,GA,30319-5104,http://www.hklaw.com
SALEM,2400 GRANADE RD SW  Conyers GA 30094-6226,,2400 GRANADE RD SW,,Conyers,GA,30094-6226,
Georgia Association of School Nurses,1150 PERIMETER RD  Dawsonville GA 30534-4311,,1150 PERIMETER RD,,Dawsonville,GA,30534-4311,http://www.gasn.org
Georgia Library Media Association,110 ACADEMY ST  Canton GA 30114-3003,,110 ACADEMY ST,,Canton,GA,30114-3003,http://www.glma-inc.org
Chattahoochee High School,5230 TAYLOR RD  Alpharetta GA 30022-6015,,5230 TAYLOR RD,,Alpharetta,GA,30022-6015,http://www.chattcougar.com
Colquitt County Board Education,812 11TH AVE NW  Moultrie GA 31768-3010,,812 11TH AVE NW,,Moultrie,GA,31768-3010,
Polk School Dst Bd Educatn,1664 SYBLE W BRANNON PKWY  Cedartown GA 30125-6075,,1664 SYBLE W BRANNON PKWY,,Cedartown,GA,30125-6075,
Camden County Public Schools,6300 LAUREL ISLAND PKWY  Kingsland GA 31548-6080,,6300 LAUREL ISLAND PKWY,,Kingsland,GA,31548-6080,
Brookwood Elementary School,1330 HOLLY BROOK RD  Snellville GA 30078-2216,,1330 HOLLY BROOK RD,,Snellville,GA,30078-2216,http://www.brookwoodelementary.com
Bleckley County School Dist,PO BOX 516  Cochran GA 31014-0516,,PO BOX 516,,Cochran,GA,31014-0516,http://www.bleckley.k12.ga.us
Polk School Dst Bd Educatn,191 EVERGREEN LN  Cedartown GA 30125-7708,,191 EVERGREEN LN,,Cedartown,GA,30125-7708,
School Social Workers Association of Georgia,6463 HIGHWAY 301  Claxton GA 30417-2094,,6463 HIGHWAY 301,,Claxton,GA,30417-2094,
Georgia Association for Career and Technical Education,8281 GA HIGHWAY 116  Hamilton GA 31811-6028,,8281 GA HIGHWAY 116,,Hamilton,GA,31811-6028,http://www.gacte.org
Franklin County,PO BOX 543  Carnesville GA 30521-0543,,PO BOX 543,,Carnesville,GA,30521-0543,
Gilmer County,196 MCCUTCHEN ST  Ellijay GA 30540-3393,,196 MCCUTCHEN ST,,Ellijay,GA,30540-3393,http://www.gilmerschools.com
Early County School District,400 MARTIN LUTHER KING JR BLVD  Blakely GA 39823-3444,,400 MARTIN LUTHER KING JR BLVD,,Blakely,GA,39823-3444,
Creekside High School,7405 HERNDON RD  Fairburn GA 30213-2781,,7405 HERNDON RD,,Fairburn,GA,30213-2781,http://www.creeksidehighschool.com
Burke County Board of Educn,100 OLYMPIC DR  Waynesboro GA 30830-4509,,100 OLYMPIC DR,,Waynesboro,GA,30830-4509,http://www.burke.k12.ga.us
Family and Consumer Sciences Teachers Association,926 GREEN ST  Warner Robins GA 31093-2742,,926 GREEN ST,,Warner Robins,GA,31093-2742,http://www.facsta.org
Ringgold Primary School,217 TIGER TRL  Ringgold GA 30736-2024,,217 TIGER TRL,,Ringgold,GA,30736-2024,http://www.catoosa.k12.ga.us
Ringgold Primary School,29 TIGER TRL  Ringgold GA 30736-2024,,29 TIGER TRL,,Ringgold,GA,30736-2024,http://www.catoosa.k12.ga.us
Family and Consumer Sciences Teachers Association,1307 NORTH AVE  Perry GA 31069-2614,,1307 NORTH AVE,,Perry,GA,31069-2614,http://www.facsta.org
Cobb Education Consortium,105 PARK ST SE  Marietta GA 30060-2324,,105 PARK ST SE,,Marietta,GA,30060-2324,http://www.cobb-ed-consortium.org
Georgia Association for Career and Technical Education,13185 US HIGHWAY 27 N  Hamilton GA 31811-5242,,13185 US HIGHWAY 27 N,,Hamilton,GA,31811-5242,http://www.gacte.org
Georgia School Boards Association,237 OLD ATHENS HWY  Cornelia GA 30531-5314,,237 OLD ATHENS HWY,,Cornelia,GA,30531-5314,http://www.gsba.com
Georgia Association of Secondary School Principals,1815 UTILITY RD  Rocky Face GA 30740-9412,,1815 UTILITY RD,,Rocky Face,GA,30740-9412,http://www.gassp.org
Wayne County Board Education,1 JACKET DR  Jesup GA 31545-7895,,1 JACKET DR,,Jesup,GA,31545-7895,
Washington Co School District,PO BOX 1057  Sandersville GA 31082-1057,,PO BOX 1057,,Sandersville,GA,31082-1057,
ThomastnUpson Cnty Bd Education,101 HOLSTON DR  Thomaston GA 30286-4272,,101 HOLSTON DR,,Thomaston,GA,30286-4272,
Orgill Inc,1 BLUE DEVIL WAY  Tifton GA 31794-1702,,1 BLUE DEVIL WAY,,Tifton,GA,31794-1702,http://www.orgill.com
Monroe County Schools,70 THORNTON RD  Forsyth GA 31029-8734,,70 THORNTON RD,,Forsyth,GA,31029-8734,http://www.monroe.k12.ga.us
Murray County Schools Technology Department,500 GREEN RD  Chatsworth GA 30705-2745,,500 GREEN RD,,Chatsworth,GA,30705-2745,http://www.murray.k12.ga.us
Murray County Schools Technology Department,4580 HIGHWAY 225 N  Chatsworth GA 30705-6289,,4580 HIGHWAY 225 N,,Chatsworth,GA,30705-6289,http://www.murray.k12.ga.us
Brantley County Middle School,RR 2 BOX 997  Waynesville GA 31566-9733,,RR 2 BOX 997,,Waynesville,GA,31566-9733,http://www.brantleycounty.org
Jefferson County Pre Kndrgrtn,1157 WARRIOR TRL  Louisville GA 30434-4504,,1157 WARRIOR TRL,,Louisville,GA,30434-4504,
Georgia Library Media Association,1555 OWENS STORE RD  Canton GA 30115-8904,,1555 OWENS STORE RD,,Canton,GA,30115-8904,http://www.glma-inc.org
Murray County Schools Technology Department,110 MCENTIRE CIR  Chatsworth GA 30705-5999,,110 MCENTIRE CIR,,Chatsworth,GA,30705-5999,http://www.murray.k12.ga.us
Georgia Library Media Association,2031 E CHEROKEE DR  Woodstock GA 30188-1701,,2031 E CHEROKEE DR,,Woodstock,GA,30188-1701,http://www.glma-inc.org
Mill Creek High School,4400 Braselton Hwy  Hoschton GA 30548-1621,,4400 Braselton Hwy,,Hoschton,GA,30548-1621,http://www.millcreekhighschool.org
